Entity,Code,Date,"Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned) Annotations","Daily new estimated infections of COVID-19 (ICL, mean)","Daily new estimated infections of COVID-19 (IHME, mean)","Daily new estimated infections of COVID-19 (YYG, mean)","Daily new estimated infections of COVID-19 (LSHTM, median)"
Africa,,2020-07-13,16784.28571,,,,,
Africa,,2020-07-14,17005.14286,,,,,
Africa,,2020-07-15,16817.57143,,,,,
Africa,,2020-07-16,17336.28571,,,,,
Africa,,2020-07-17,17480.14286,,,,,
Africa,,2020-07-18,17728.57143,,,,,
Africa,,2020-07-19,17793.57143,,,,,
Africa,,2020-07-20,18045.42857,,,,,
Africa,,2020-07-21,17938.57143,,,,,
Africa,,2020-07-22,17663.85714,,,,,
Africa,,2020-07-23,17863.85714,,,,,
Africa,,2020-07-24,17881.71429,,,,,
Africa,,2020-07-25,18075.57143,,,,,
Africa,,2020-07-26,17965.57143,,,,,
Africa,,2020-07-27,17971.28571,,,,,
Africa,,2020-07-28,17639,,,,,
Africa,,2020-07-29,17659.71429,,,,,
Africa,,2020-07-30,17452.71429,,,,,
Africa,,2020-07-31,17127.14286,,,,,
Africa,,2020-08-01,16632.28571,,,,,
Africa,,2020-08-02,16708.71429,,,,,
Africa,,2020-08-03,15736,,,,,
Africa,,2020-08-04,15478.14286,,,,,
Africa,,2020-08-05,14964.71429,,,,,
Africa,,2020-08-06,14612.71429,,,,,
Africa,,2020-08-07,14192.57143,,,,,
Africa,,2020-08-08,13640,,,,,
Africa,,2020-08-09,12918.85714,,,,,
Africa,,2020-08-10,12998.71429,,,,,
Africa,,2020-08-11,12636.14286,,,,,
Africa,,2020-08-12,12400,,,,,
Africa,,2020-08-13,11524,,,,,
Africa,,2020-08-14,10938.57143,,,,,
Africa,,2020-08-15,10848.71429,,,,,
Africa,,2020-08-16,10530.57143,,,,,
Africa,,2020-08-17,10108.28571,,,,,
Africa,,2020-08-18,10135.28571,,,,,
Africa,,2020-08-19,9950.71429,,,,,
Africa,,2020-08-20,10398.71429,,,,,
Africa,,2020-08-21,10422.85714,,,,,
Africa,,2020-08-22,10056.14286,,,,,
Africa,,2020-08-23,9823.14286,,,,,
Africa,,2020-08-24,9581.57143,,,,,
Africa,,2020-08-25,9622.28571,,,,,
Africa,,2020-08-26,9804.28571,,,,,
Africa,,2020-08-27,9262.14286,,,,,
Africa,,2020-08-28,8942.71429,,,,,
Africa,,2020-08-29,8634.14286,,,,,
Africa,,2020-08-30,8437.42857,,,,,
Africa,,2020-08-31,8505,,,,,
Africa,,2020-09-01,8159.14286,,,,,
Africa,,2020-09-02,8108,,,,,
Africa,,2020-09-03,8019,,,,,
Africa,,2020-09-04,7762.28571,,,,,
Africa,,2020-09-05,7569,,,,,
Africa,,2020-09-06,7758.28571,,,,,
Africa,,2020-09-07,7708.28571,,,,,
Africa,,2020-09-08,7756.28571,,,,,
Africa,,2020-09-09,7718.28571,,,,,
Africa,,2020-09-10,7756.71429,,,,,
Africa,,2020-09-11,7935.71429,,,,,
Africa,,2020-09-12,8235.57143,,,,,
Africa,,2020-09-13,7891.42857,,,,,
Africa,,2020-09-14,7697.71429,,,,,
Africa,,2020-09-15,7572.28571,,,,,
Albania,ALB,2020-02-03,,,0,,,
Albania,ALB,2020-02-04,,,0.5,0,,
Albania,ALB,2020-02-05,,,0.83,0,,
Albania,ALB,2020-02-06,,,0.5,0,,
Albania,ALB,2020-02-07,,,0.4,0,,
Albania,ALB,2020-02-08,,,0.81,0,,
Albania,ALB,2020-02-09,,,0.67,0,,
Albania,ALB,2020-02-10,,,0.73,0,,
Albania,ALB,2020-02-11,,,0.96,0,,
Albania,ALB,2020-02-12,,,1.12,0,,
Albania,ALB,2020-02-13,,,1.56,0,,
Albania,ALB,2020-02-14,,,1.76,0,,
Albania,ALB,2020-02-15,,,2.23,0,,
Albania,ALB,2020-02-16,,,2.84,0,,
Albania,ALB,2020-02-17,,,3.11,0,,
Albania,ALB,2020-02-18,,,4.11,2.171463939,,
Albania,ALB,2020-02-19,,,4.68,5.335158681,,
Albania,ALB,2020-02-20,,,5.37,9.127836224,,
Albania,ALB,2020-02-21,,,6.6,13.83458424,,
Albania,ALB,2020-02-22,,,8.08,19.78875765,,
Albania,ALB,2020-02-23,,,9.94,24.90460422,,
Albania,ALB,2020-02-24,,,11.33,30.97720781,,
Albania,ALB,2020-02-25,,,13.51,38.07894757,,
Albania,ALB,2020-02-26,,,16.49,46.25782993,,
Albania,ALB,2020-02-27,,,19.32,55.52859058,,
Albania,ALB,2020-02-28,,,23.73,65.86411904,,
Albania,ALB,2020-02-29,,,28.92,77.18770593,,
Albania,ALB,2020-03-01,,,34.14,89.36700037,,
Albania,ALB,2020-03-02,,,42.23,102.2112376,,
Albania,ALB,2020-03-03,,,48.86,115.4731973,,
Albania,ALB,2020-03-04,,,59.95,128.8555584,,
Albania,ALB,2020-03-05,,,71.32,142.0213677,,
Albania,ALB,2020-03-06,,,85.85,154.6089083,,
Albania,ALB,2020-03-07,,,102.85,166.2513804,,
Albania,ALB,2020-03-08,,,122.39,176.5992985,,
Albania,ALB,2020-03-09,,,150.72,185.3421236,,
Albania,ALB,2020-03-10,,,178.13,192.2275531,,
Albania,ALB,2020-03-11,3.33333,,203.17,197.077533,,
Albania,ALB,2020-03-12,2.75,,220,199.7976568,,
Albania,ALB,2020-03-13,4.6,,229.5,200.3796711,,
Albania,ALB,2020-03-14,5.5,,236.36,198.899561,,
Albania,ALB,2020-03-15,5.42857,,242.97,195.5093818,,
Albania,ALB,2020-03-16,5.71429,,243.24,190.4241014,,55.8876845610186
Albania,ALB,2020-03-17,6.42857,,245.67,183.9071039,,60.9144638096291
Albania,ALB,2020-03-18,6.42857,,246.02,176.2554161,,58.8596321792708
Albania,ALB,2020-03-19,6.85714,,249.12,167.7798807,,60.5142606892513
Albania,ALB,2020-03-20,6.71429,,249.48,158.7863318,,56.9869645201748
Albania,ALB,2020-03-21,5.28571,,252.18,149.5579503,,43.0619673669743
Albania,ALB,2020-03-22,5.42857,,256.56,140.3401341,,42.3694697610461
Albania,ALB,2020-03-23,6.71429,,261.02,131.3280218,,50.1161051902059
Albania,ALB,2020-03-24,7,,258.94,122.6650599,,49.9073588583816
Albania,ALB,2020-03-25,9.71429,,259.58,114.4469747,,66.0788058858927
Albania,ALB,2020-03-26,12.42857,,252.66,106.7276198,,80.6027832650731
Albania,ALB,2020-03-27,14.85714,,248.9,99.52753371,,91.8071349273733
Albania,ALB,2020-03-28,16.57143,,246.65,92.84423857,,97.552593242849
Albania,ALB,2020-03-29,17.28571,,239.21,86.65890009,,96.9559099409942
Albania,ALB,2020-03-30,17.57143,,238.42,80.94147608,,93.9377015869847
Albania,ALB,2020-03-31,17.57143,,233.49,75.6562318,,89.5987248246832
Albania,ALB,2020-04-01,17.14286,,234.14,70.76575019,,83.4582412714304
Albania,ALB,2020-04-02,16.14286,,228.09,66.2332798,,75.1218351432235
Albania,ALB,2020-04-03,14.71429,,226.11,62.02434709,,65.5436152582348
Albania,ALB,2020-04-04,16.85714,,218.55,58.10739728,,71.9943008428828
Albania,ALB,2020-04-05,19.42857,,206.5,54.45424595,,79.6993468437631
Albania,ALB,2020-04-06,21.28571,,193.36,51.03983886,,84.0244789362407
Albania,ALB,2020-04-07,22,,181.97,47.84209787,,83.7337453493262
Albania,ALB,2020-04-08,20,,172.5,44.84153504,,73.5454480845341
Albania,ALB,2020-04-09,20.14286,,160.62,42.02193142,,71.7116936830829
Albania,ALB,2020-04-10,18.85714,,153.68,39.37060801,,65.1282038701689
Albania,ALB,2020-04-11,16,,145.85,36.8778166,,53.7188318390753
Albania,ALB,2020-04-12,14.28571,,138.34,34.53594309,,46.7183380793891
Albania,ALB,2020-04-13,12.14286,,130.2,32.33904605,,38.7531743326996
Albania,ALB,2020-04-14,12.85714,,122.35,30.28227001,,40.1170843664343
Albania,ALB,2020-04-15,13.14286,,113.2,28.36148603,,40.1663770867061
Albania,ALB,2020-04-16,13.42857,,107.94,26.57307397,,40.2646817251161
Albania,ALB,2020-04-17,15.57143,,100.49,24.91392604,,45.8782157111396
Albania,ALB,2020-04-18,17.57143,,91.75,23.38134783,,50.9513522726204
Albania,ALB,2020-04-19,16.42857,,86.02,21.97281564,,46.9529427395022
Albania,ALB,2020-04-20,16.57143,,79.82,20.68591095,,46.7391358853391
Albania,ALB,2020-04-21,16.71429,,76.81,19.51824575,,46.5850601021727
Albania,ALB,2020-04-22,19.14286,,73.6,18.46729074,,52.7876971845095
Albania,ALB,2020-04-23,20,,71.17,17.53023972,,54.6262760993203
Albania,ALB,2020-04-24,20.71429,,68.66,16.7039569,,56.0982657834591
Albania,ALB,2020-04-25,19.85714,,69.88,15.98503214,,53.3768389740226
Albania,ALB,2020-04-26,23.42857,,67.63,15.36975774,,62.5696723860719
Albania,ALB,2020-04-27,23.42857,,67.03,14.85438524,,62.2202253409437
Albania,ALB,2020-04-28,21.71429,,65.95,14.43556456,,57.3936789093355
Albania,ALB,2020-04-29,20.14286,,64.18,14.11050794,,53.0343968295598
Albania,ALB,2020-04-30,18.85714,,64.86,13.87708329,,49.4953571735123
Albania,ALB,2020-05-01,15.71429,,63.23,13.73416161,,41.1504362293669
Albania,ALB,2020-05-02,14.85714,,62.25,13.6817653,,38.845647744309
Albania,ALB,2020-05-03,11,,60.42,13.72118617,,28.7373882610809
Albania,ALB,2020-05-04,9.85714,,57.14,13.85516281,,25.7487637165498
Albania,ALB,2020-05-05,9.57143,,56.67,14.08811952,,25.0169907113323
Albania,ALB,2020-05-06,10,,55.3,14.42638999,,26.1727875842133
Albania,ALB,2020-05-07,9.42857,,53.88,14.87845666,,24.7281928488105
Albania,ALB,2020-05-08,9.85714,,51.89,15.45520288,,25.921048929103
Albania,ALB,2020-05-09,9.71429,,51.37,16.17028464,,25.6325804899626
Albania,ALB,2020-05-10,9.57143,,53.47,17.04054821,,25.3597816447792
Albania,ALB,2020-05-11,10.42857,,51.52,18.08652402,,27.7674279529472
Albania,ALB,2020-05-12,9.85714,,51.78,19.33320442,,26.3911080502002
Albania,ALB,2020-05-13,8,,52.92,20.81108666,,21.5547480203346
Albania,ALB,2020-05-14,6.85714,,54.44,22.55736025,,18.6060111477333
Albania,ALB,2020-05-15,8,,58.11,24.61706242,,21.8780081952396
Albania,ALB,2020-05-16,9.42857,,59.81,27.04439832,,26.0088663164415
Albania,ALB,2020-05-17,11,,61.07,29.9039833,,30.6289977068079
Albania,ALB,2020-05-18,11.14286,,64.17,33.27209202,,31.3458292614069
Albania,ALB,2020-05-19,10.85714,,66.35,37.23812399,,30.8805281718286
Albania,ALB,2020-05-20,10.42857,,69.52,41.90552915,,30.0178967495561
Albania,ALB,2020-05-21,12,,72.63,47.39242358,,34.9825632704838
Albania,ALB,2020-05-22,10.14286,,79.52,53.83204126,,29.9738677243747
Albania,ALB,2020-05-23,9.28571,,86.06,61.37159138,,27.8410388585977
Albania,ALB,2020-05-24,8,,91.56,70.16902873,,24.3556977704797
Albania,ALB,2020-05-25,7.42857,,100.31,80.38836935,,22.9860709703699
Albania,ALB,2020-05-26,8,,108.75,92.19148642,,25.1774616049528
Albania,ALB,2020-05-27,11.42857,,115.87,105.7256439,,36.6161308842787
Albania,ALB,2020-05-28,12.28571,,124.92,121.1083713,,40.1014039102527
Albania,ALB,2020-05-29,15.28571,,133.99,138.4101878,,50.8692241014302
Albania,ALB,2020-05-30,16.85714,,143.84,157.6376242,,57.2351276335942
Albania,ALB,2020-05-31,19,,155.97,178.719377,,65.8634346859299
Albania,ALB,2020-06-01,19.85714,,165.7,201.4954257,,70.3194304474483
Albania,ALB,2020-06-02,19.85714,,179.97,225.7123069,,71.875526478797
Albania,ALB,2020-06-03,19.28571,,195.58,251.0250788,,71.3870543639208
Albania,ALB,2020-06-04,19.14286,,209.67,277.008534,,72.4883731236065
Albania,ALB,2020-06-05,17.28571,,226.56,303.1746764,,66.9838198710813
Albania,ALB,2020-06-06,16.14286,,244.15,328.9984669,,64.0288696745009
Albania,ALB,2020-06-07,15.71429,,257.26,353.948031,,63.8051270184797
Albania,ALB,2020-06-08,15.57143,,277.04,377.5159629,,64.7268983093026
Albania,ALB,2020-06-09,17.14286,,292.31,399.2542752,,72.9520847605964
Albania,ALB,2020-06-10,19.28571,,315.63,418.8099312,,84.0078499529608
Albania,ALB,2020-06-11,22.42857,,334.95,435.9459216,,99.981677106744
Albania,ALB,2020-06-12,26.85714,,359.04,450.5522649,,122.481229159606
Albania,ALB,2020-06-13,29.14286,,383.04,462.6481449,,135.919154783705
Albania,ALB,2020-06-14,33.14286,,408.06,472.3722,,158.005129335774
Albania,ALB,2020-06-15,39.28571,,435.94,479.9584702,,191.344660831365
Albania,ALB,2020-06-16,46.71429,,469.91,485.7170502,,232.306122102019
Albania,ALB,2020-06-17,53.28571,,515.2,490.0129797,,270.376908084032
Albania,ALB,2020-06-18,54.42857,,560.07,493.2469635,,281.586489148503
Albania,ALB,2020-06-19,57.57143,,591.35,495.834201,,303.437380261937
Albania,ALB,2020-06-20,60.28571,,620.1,498.1860938,,323.447520647316
Albania,ALB,2020-06-21,61,,638.9,500.6941678,,332.858310833366
Albania,ALB,2020-06-22,58,,664.26,503.7139817,,321.591501035129
Albania,ALB,2020-06-23,57.85714,,694.88,507.5534412,,325.665347788608
Albania,ALB,2020-06-24,53.57143,,726.05,512.4745429,,305.82038683853
Albania,ALB,2020-06-25,56,,755.85,518.6922692,,323.906855845733
Albania,ALB,2020-06-26,57.71429,,785.29,526.3666393,,337.892003860363
Albania,ALB,2020-06-27,61.57143,,829.14,535.6031245,,364.505212588021
Albania,ALB,2020-06-28,62.71429,,859.7,546.4550954,,375.048916030498
Albania,ALB,2020-06-29,67.85714,,896.92,558.9189969,,409.524203837492
Albania,ALB,2020-06-30,67.28571,,935.81,572.9407276,,409.391325969367
Albania,ALB,2020-07-01,69.71429,,978.38,588.4280123,,427.202012104421
Albania,ALB,2020-07-02,66.57143,,1018.45,605.2486084,,410.460713053466
Albania,ALB,2020-07-03,67.14286,,1035.16,623.2285893,,416.138786460362
Albania,ALB,2020-07-04,69,,1051.08,642.1447635,,429.456422632388
Albania,ALB,2020-07-05,69.85714,,1062.08,661.7188291,,436.212232145473
Albania,ALB,2020-07-06,70.14286,,1080.38,681.6090777,,439.014478006615
Albania,ALB,2020-07-07,71.14286,,1092.57,701.4134687,,445.887042216642
Albania,ALB,2020-07-08,71.85714,,1107.68,720.686224,,450.56124282592
Albania,ALB,2020-07-09,75.14286,,1126.99,738.9603606,,470.935083922436
Albania,ALB,2020-07-10,75.14286,,1146.19,755.7739146,,470.268439656222
Albania,ALB,2020-07-11,75.14286,,1159.1,770.7146331,,469.168274201292
Albania,ALB,2020-07-12,78.85714,,1181.46,783.4474277,,490.751938914695
Albania,ALB,2020-07-13,80.14286,,1201.06,793.7245321,,496.671027791371
Albania,ALB,2020-07-14,86.71429,,1208.25,801.3941453,,534.656650817493
Albania,ALB,2020-07-15,89.85714,,1235.45,806.4059282,,550.710223528392
Albania,ALB,2020-07-16,92.28571,,1248.93,808.7974842,,561.691998754613
Albania,ALB,2020-07-17,94.71429,,1260.87,808.6913813,,571.975484784811
Albania,ALB,2020-07-18,89.71429,,1253.99,806.2941804,,537.080245846909
Albania,ALB,2020-07-19,91,,1255.95,801.8823523,,539.58240098536
Albania,ALB,2020-07-20,90.85714,,1248.41,795.7864078,,533.141358154662
Albania,ALB,2020-07-21,85.71429,,1250.81,788.3811344,,497.328931455457
Albania,ALB,2020-07-22,89,,1254.02,780.0697705,,510.202196141102
Albania,ALB,2020-07-23,86.57143,,1256.98,771.2548051,,489.949425438209
Albania,ALB,2020-07-24,87.85714,,1254.47,762.3219223,,490.527502630741
Albania,ALB,2020-07-25,94.85714,,1255.97,753.6311719,,522.111748958031
Albania,ALB,2020-07-26,89.85714,,1251.98,745.5079756,,487.271388987505
Albania,ALB,2020-07-27,96.14286,,1257.98,738.2373916,,513.333912247999
Albania,ALB,2020-07-28,101.28571,,1256.49,732.0590828,,532.176285485634
Albania,ALB,2020-07-29,101,,1252.06,727.1676863,,521.957968600455
Albania,ALB,2020-07-30,106.71429,,1253.98,723.7138609,,542.192064675096
Albania,ALB,2020-07-31,104.42857,,1249.61,721.8075274,,521.442998870025
Albania,ALB,2020-08-01,100.85714,,1241.55,721.5220629,,494.7780326974
Albania,ALB,2020-08-02,108.42857,,1244.35,722.9045937,,522.471806240683
Albania,ALB,2020-08-03,108,,1243.14,725.9768363,,511.069085005551
Albania,ALB,2020-08-04,105.71429,,1234.6,730.7293743,,491.229351004928
Albania,ALB,2020-08-05,107.57143,,1230.94,737.1127614,,490.832591742842
Albania,ALB,2020-08-06,112,,1235.57,745.0355679,,501.841423295877
Albania,ALB,2020-08-07,117,,1222.17,754.3652689,,514.87546327349
Albania,ALB,2020-08-08,125,,1220.86,764.9188162,,540.362414112129
Albania,ALB,2020-08-09,125.57143,,1218.3,776.4655564,,533.392423752056
Albania,ALB,2020-08-10,127.42857,,1215.87,788.7339752,,532.063066941749
Albania,ALB,2020-08-11,130.85714,,1215.16,801.4088376,,537.296149963762
Albania,ALB,2020-08-12,132.28571,,1202.64,814.1205205,,
Albania,ALB,2020-08-13,132.57143,,1205.26,826.5054032,,
Albania,ALB,2020-08-14,136.42857,,1191.63,838.3066883,,
Albania,ALB,2020-08-15,138,,1175.47,849.4198294,,
Albania,ALB,2020-08-16,140.71429,,1159.23,859.8669227,,
Albania,ALB,2020-08-17,138.42857,,1141.74,869.7565021,,
Albania,ALB,2020-08-18,137.57143,,1127.99,879.2699186,,
Albania,ALB,2020-08-19,139.71429,,1106.75,888.605713,,
Albania,ALB,2020-08-20,142.14286,,1092.08,897.1297965,,
Albania,ALB,2020-08-21,142.28571,,1083.07,905.1649248,,
Albania,ALB,2020-08-22,143.14286,,1073.21,913.3935719,,
Albania,ALB,2020-08-23,145,,1056.51,921.8135137,,
Albania,ALB,2020-08-24,149.57143,,1034.65,930.2777931,,
Albania,ALB,2020-08-25,158,,1028.34,939.770913,,
Albania,ALB,2020-08-26,157.85714,,1019.77,949.3930627,,
Albania,ALB,2020-08-27,159.28571,,1007.31,959.5456619,,
Albania,ALB,2020-08-28,159.42857,,985.95,971.2774331,,
Albania,ALB,2020-08-29,153.71429,,971.8,984.8687282,,
Albania,ALB,2020-08-30,143.42857,,962.08,997.5983149,,
Albania,ALB,2020-08-31,136.14286,,952.7,1008.977913,,
Albania,ALB,2020-09-01,129.71429,,937.81,1021.08215,,
Albania,ALB,2020-09-02,121,,926.05,1033.261344,,
Albania,ALB,2020-09-03,114.42857,,908.98,1045.475703,,
Albania,ALB,2020-09-04,108.71429,,897.98,1059.054476,,
Albania,ALB,2020-09-05,110.28571,,890,1073.873749,,
Albania,ALB,2020-09-06,117.57143,,876.66,1089.181195,,
Albania,ALB,2020-09-07,125,,868.43,1105.016681,,
Albania,ALB,2020-09-08,127.57143,,852.49,1121.774898,,
Albania,ALB,2020-09-09,135.28571,,839.51,,,
Albania,ALB,2020-09-10,139.42857,,831.71,,,
Albania,ALB,2020-09-11,145.14286,,815.81,,,
Albania,ALB,2020-09-12,150.57143,,804.79,,,
Albania,ALB,2020-09-13,154.71429,,,,,
Albania,ALB,2020-09-14,156.85714,,,,,
Albania,ALB,2020-09-15,159.14286,,,,,
Algeria,DZA,2020-01-02,0,,,,,
Algeria,DZA,2020-01-03,0,,,,,
Algeria,DZA,2020-01-04,0,,,,,
Algeria,DZA,2020-01-05,0,,,,,
Algeria,DZA,2020-01-06,0,,,,,
Algeria,DZA,2020-01-07,0,,,,,
Algeria,DZA,2020-01-08,0,,,,,
Algeria,DZA,2020-01-09,0,,,,,
Algeria,DZA,2020-01-10,0,,,,,
Algeria,DZA,2020-01-11,0,,,,,
Algeria,DZA,2020-01-12,0,,,,,
Algeria,DZA,2020-01-13,0,,,,,
Algeria,DZA,2020-01-14,0,,,,,
Algeria,DZA,2020-01-15,0,,,,,
Algeria,DZA,2020-01-16,0,,,,,
Algeria,DZA,2020-01-17,0,,,,,
Algeria,DZA,2020-01-18,0,,,,,
Algeria,DZA,2020-01-19,0,,,,,
Algeria,DZA,2020-01-20,0,,,,,
Algeria,DZA,2020-01-21,0,,,,,
Algeria,DZA,2020-01-22,0,,,,,
Algeria,DZA,2020-01-23,0,,,,,
Algeria,DZA,2020-01-24,0,,,,,
Algeria,DZA,2020-01-25,0,,,,,
Algeria,DZA,2020-01-26,0,,,,,
Algeria,DZA,2020-01-27,0,,,,,
Algeria,DZA,2020-01-28,0,,0,,,
Algeria,DZA,2020-01-29,0,,0.67,,,
Algeria,DZA,2020-01-30,0,,0.38,,,
Algeria,DZA,2020-01-31,0,,0.78,,,
Algeria,DZA,2020-02-01,0,,0.97,,,
Algeria,DZA,2020-02-02,0,,1.07,,,
Algeria,DZA,2020-02-03,0,,1.32,,,
Algeria,DZA,2020-02-04,0,,1.7,0,,
Algeria,DZA,2020-02-05,0,,1.97,3.385337324,,
Algeria,DZA,2020-02-06,0,,2.47,7.30618395,,
Algeria,DZA,2020-02-07,0,,2.57,11.19903958,,
Algeria,DZA,2020-02-08,0,,3.6,15.50678946,,
Algeria,DZA,2020-02-09,0,,4.48,20.25241036,,
Algeria,DZA,2020-02-10,0,,4.9,21.61303183,,
Algeria,DZA,2020-02-11,0,,6.19,23.29045812,,
Algeria,DZA,2020-02-12,0,,7.23,25.33832773,,
Algeria,DZA,2020-02-13,0,,7.92,27.82430458,,
Algeria,DZA,2020-02-14,0,,10,30.83359485,,
Algeria,DZA,2020-02-15,0,,11.49,34.47337923,,
Algeria,DZA,2020-02-16,0,,13.83,38.87843027,,
Algeria,DZA,2020-02-17,0,,16.44,44.21820035,74,
Algeria,DZA,2020-02-18,0,,18.88,50.70552414,74,
Algeria,DZA,2020-02-19,0,,23.66,58.60791598,74,
Algeria,DZA,2020-02-20,0,,26.88,68.26234336,74,
Algeria,DZA,2020-02-21,0,,32.24,80.09350646,74,
Algeria,DZA,2020-02-22,0,,38.45,94.63604467,74,
Algeria,DZA,2020-02-23,0,,46.35,112.5627294,74,
Algeria,DZA,2020-02-24,0,,54.04,134.7195591,74,
Algeria,DZA,2020-02-25,0,,65.1,162.1683064,74,
Algeria,DZA,2020-02-26,0.14286,,75.89,196.2359857,262,
Algeria,DZA,2020-02-27,0.14286,,91.97,238.5669614,261,
Algeria,DZA,2020-02-28,0.14286,,105.35,291.173538,285,
Algeria,DZA,2020-02-29,0.14286,,129.33,356.4801083,332,
Algeria,DZA,2020-03-01,0.42857,,154,437.3584317,431,
Algeria,DZA,2020-03-02,0.42857,,179.09,537.1451743,586,
Algeria,DZA,2020-03-03,0.5,,212.6,659.6068804,715,
Algeria,DZA,2020-03-04,0.66667,,256.09,808.868376,844,
Algeria,DZA,2020-03-05,1.83333,,302.9,989.2671592,1012,
Algeria,DZA,2020-03-06,2.66667,,358.75,1205.07558,1225,
Algeria,DZA,2020-03-07,3.2,,428.25,1460.093914,1490,
Algeria,DZA,2020-03-08,3.5,,503.73,1757.161465,1769,39.6773523082241
Algeria,DZA,2020-03-09,4.25,,598.82,2097.561964,2055,52.4930404880849
Algeria,DZA,2020-03-10,4.25,,712.97,2480.407245,2358,57.19252426795
Algeria,DZA,2020-03-11,5,,834.29,2902.079174,2675,54.9377609925643
Algeria,DZA,2020-03-12,2.66667,,996.35,3355.830928,2994,31.8505915308612
Algeria,DZA,2020-03-13,2.66667,,1176.9,3831.630437,3289,34.5287293531358
Algeria,DZA,2020-03-14,2.25,,1360.68,4316.24125,3545,41.9577534453158
Algeria,DZA,2020-03-15,4,,1564.14,4793.613799,3754,100.18763241662
Algeria,DZA,2020-03-16,5.6,,1803.2,5245.808684,3913,149.870098001035
Algeria,DZA,2020-03-17,6.33333,,2068.6,5654.308711,4021,215.814738744702
Algeria,DZA,2020-03-18,5.71429,,2351.13,6001.410536,4075,239.070772560406
Algeria,DZA,2020-03-19,7.42857,,2626.43,6271.719939,4078,324.23771076031
Algeria,DZA,2020-03-20,9.28571,,2908.91,6453.561374,4042,418.682643768549
Algeria,DZA,2020-03-21,10.85714,,3198.05,6540.034047,3976,500.472921025046
Algeria,DZA,2020-03-22,14.57143,,3479.01,6529.682143,3893,679.281556084971
Algeria,DZA,2020-03-23,21.85714,,3754.3,6426.647535,3798,1019.00033530043
Algeria,DZA,2020-03-24,24.57143,,3959.4,6240.295853,3697,1132.66082251479
Algeria,DZA,2020-03-25,29.14286,,3968.45,5984.184428,3593,1313.3802962751
Algeria,DZA,2020-03-26,32.85714,,3870.84,5674.512749,3488,1431.67518665796
Algeria,DZA,2020-03-27,39.57143,,3766.97,5328.495677,3385,1649.33018498001
Algeria,DZA,2020-03-28,43.85714,,3665.65,4962.869661,3284,1730.94487279448
Algeria,DZA,2020-03-29,45,,3584.48,4592.631634,3187,1666.03779968858
Algeria,DZA,2020-03-30,44.28571,,3523.42,4230.302175,3094,1524.95631327569
Algeria,DZA,2020-03-31,50.57143,,3453.89,3885.595163,3004,1607.42812841103
Algeria,DZA,2020-04-01,64.57143,,3386.23,3565.365483,2919,1882.35226216342
Algeria,DZA,2020-04-02,77.85714,,3324.8,3273.844604,2838,2070.59674765009
Algeria,DZA,2020-04-03,88.42857,,3242.07,3013.005985,2761,2136.76089545526
Algeria,DZA,2020-04-04,108.85714,,3141.78,2783.084916,2689,2383.11908212714
Algeria,DZA,2020-04-05,113.85714,,3038.97,2583.120969,2621,2254.61914463837
Algeria,DZA,2020-04-06,115.57143,,2928.32,2411.370416,2558,2069.16828828555
Algeria,DZA,2020-04-07,119.85714,,2834.01,2265.644501,2498,1941.50015008305
Algeria,DZA,2020-04-08,107.42857,,2744.4,2143.63683,2443,1577.10579901161
Algeria,DZA,2020-04-09,103.57143,,2659.98,2043.118891,2391,1381.58536840127
Algeria,DZA,2020-04-10,97.14286,,2577.46,1961.996195,2343,1181.48850689551
Algeria,DZA,2020-04-11,84.28571,,2487.78,1898.355304,2298,938.461206927338
Algeria,DZA,2020-04-12,82,,2405.14,1850.480029,2256,839.673955452544
Algeria,DZA,2020-04-13,84.85714,,2330.67,1816.824053,2218,803.130137972302
Algeria,DZA,2020-04-14,80,,2261.8,1795.954306,2182,703.517234908905
Algeria,DZA,2020-04-15,86,,2194.85,1786.530334,2148,706.523221834265
Algeria,DZA,2020-04-16,84,,2120.41,1787.286643,2117,648.241270330606
Algeria,DZA,2020-04-17,86,,2059.13,1797.030653,2089,626.851772619341
Algeria,DZA,2020-04-18,93.85714,,1989.44,1814.653742,2063,649.658962135579
Algeria,DZA,2020-04-19,101.42857,,1935.21,1839.114902,2039,670.218795571795
Algeria,DZA,2020-04-20,102.14286,,1875.09,1869.426569,2016,647.595517829327
Algeria,DZA,2020-04-21,105,,1825.14,1904.653859,1996,641.857584274031
Algeria,DZA,2020-04-22,105.85714,,1760.29,1943.918444,1975,626.80944917437
Algeria,DZA,2020-04-23,107.14286,,1708.71,1986.388569,1955,617.237014461855
Algeria,DZA,2020-04-24,105.57143,,1667.17,2031.279538,1936,594.156494399866
Algeria,DZA,2020-04-25,101.28571,,1617.49,2077.869548,1916,559.060797801391
Algeria,DZA,2020-04-26,103,,1602.45,2125.520746,1898,559.598101885006
Algeria,DZA,2020-04-27,107.57143,,1604.13,2173.677934,1879,577.208621144141
Algeria,DZA,2020-04-28,114.14286,,1615.57,2221.865604,1861,606.808563465845
Algeria,DZA,2020-04-29,119.71429,,1614.54,2269.693602,1844,632.382981769027
Algeria,DZA,2020-04-30,134,,1615.28,2316.848714,1826,705.258283256922
